case	verdict	note
lab-type	wrong-tree	$.children[0].children[1].children[0].path: "//hijack/x" vs "https:x"
linkdesc-bare	pass	
linkdesc-bold	pass	
lix-block-blanks	pass	
lix-block-col0-escaped	wrong-tree	$.children[0].children[0].children[0].children[0].value: "* Discussion on climate\n   <2006-11-02 Thu 10:00>\n" vs ",* Discussion on climate\n   <2006-11-02 Thu 10:00>\n"
lix-block-col0-plain	pass	
lix-block-real-headline	wrong-tree	$.children[0].children[0].children[0].children[1].children missing
lix-drawer-col0	pass	
lix-drawer-unpaired	pass	
lix-dynamic-block	cannot-represent	node type dynamic-block
lix-end-outdented	pass	
lix-latex-env-col0	pass	
lix-quote-col0	pass	
lix-second-item-after	pass	
lix-unpaired-begin	pass	
lst-pre-1nl	pass	
lst-pre-2blank	pass	
lst-pre-blank	pass	
lst-pre-bulletsp	pass	
lst-pre-nested	pass	
lst-pre-num	pass	
lst-pre-plain	pass	
lst-pre-two	pass	
lst-tag-bare	pass	
lst-tag-empty	pass	
lst-tag-eol-blank	pass	
lst-tag-eol-nospace	pass	
lst-tag-eol	pass	
lst-tag-greedy	wrong-tree	$.children[0].children[0].children[0].children[0].children[0].value: "e\n" vs "d :: e\n"
lst-tag-inline	pass	
lst-tag-nows-after	pass	
lst-tag-nows-before	pass	
lst-tag-nows-before2	pass	
lst-tag-ordered-paren	wrong-tree	$.children[0].children[0].children[0].children[0].children[0].value: "t :: d\n" vs "d\n"
lst-tag-ordered	wrong-tree	$.children[0].children[0].children[0].children[0].children[0].value: "t :: d\n" vs "d\n"
lst-tag-plus	pass	
lst-tag-run	pass	
lst-tag-star	pass	
lst-tag-tab	pass	
lst-tag-tabbefore	pass	
para-bare	pass	
para-bold-eol	pass	
para-bold-inner-nl	pass	
para-bold	pass	
para-boldital	pass	
plg-angle-after-colon	pass	
plg-apostrophe-before-type	wrong-tree	$.children[0].children[0].children[0].value: "quote 'https://example.org/ab end\n" vs "quote '"
plg-bracket-after-colon	pass	
plg-dollar-before-type	wrong-tree	$.children[0].children[0].children[0].value: "pay $https://example.org/ab now\n" vs "pay $"
plg-double-colon	pass	
plg-elisp-form	pass	
plg-fn-after-colon	pass	
plg-fn-multiline	pass	
plg-info-node	wrong-tree	$.children[0].children[0].children[0].value: "see " vs "see info:(org)Top now\n"
plg-modifier-h-before-type	wrong-tree	$.children[0].children[0].children[0].value: "xʰhttps://example.org/ab y\n" vs "xʰ"
plg-one-char-path	pass	
plg-percent-before-type	wrong-tree	$.children[0].children[0].children[0].value: "a %https://example.org/ab b\n" vs "a %"
plg-punct-only-path	pass	
plg-super-one-before-type	wrong-tree	$.children[0].children[0].children[0].value: "x¹https://example.org/ab y\n" vs "x¹"
real-doomemacs-docs_appendix	pass	
real-doomemacs-docs_contributing	pass	
real-doomemacs-docs_examples	pass	
real-doomemacs-docs_faq	pass-structure	postBlank/preBlank bookkeeping only
real-doomemacs-docs_getting_started	pass-structure	postBlank/preBlank bookkeeping only
real-doomemacs-docs_index	pass-structure	postBlank/preBlank bookkeeping only
real-org-mode-samples_blocks	cannot-represent	node type dynamic-block
real-org-mode-samples_headings	wrong-tree	$.children[28].children[1].title: length 1 vs 0
real-org-mode-samples_keywords	wrong-tree	$.children[0].title[0].value: "TODO This is a todo item" vs "This is a todo item"
real-org-mode-samples_lists	wrong-tree	$.children[0].children[8].children[3].checkbox: null vs "on"
real-org-mode-samples_pathological	pass	
real-org-mode-samples_tags	wrong-tree	$.children[8].tags: length 2 vs 0
real-org-mode-samples_text	wrong-tree	$.children[8].children[0].children[0].children[10].type: "underline" vs "subscript"
tel-adjacent-org	pass	
tel-after-org	pass	
tel-blank-splits	pass	
tel-caption	pass	
tel-double-rule	wrong-tree	$.children[0].children[0].children unexpected
tel-in-item	pass	
tel-indented	wrong-tree	$.children[0].children[0].children unexpected
tel-min	pass	
tel-mixed-tail	pass	
tel-no-close	pass	
tel-org-first	pass	
tel-org-tblfm-control	pass	
tel-plus-alone	pass	
tel-plus-text	pass	
tel-rule-junk	pass	
tel-rule-only	pass	
tel-tblfm	pass	
tel-wide	pass	
title-bare	pass	
title-bold-mid	pass	
title-bold	pass	
title-boldital	pass	
title-cookie	pass	
ts-act-date	cannot-represent	timestamp dayname
ts-act-daterange	cannot-represent	timestamp rangeType
ts-act-datetime	cannot-represent	timestamp dayname
ts-act-dtrange	cannot-represent	timestamp rangeType
ts-act-timerange	cannot-represent	timestamp rangeType
ts-bad-month	cannot-represent	timestamp dayname
ts-bad-shape	pass	
ts-bracket-in-text	cannot-represent	timestamp dayname
ts-clock-range	cannot-represent	timestamp rangeType
ts-day-digit-split	cannot-represent	timestamp dayname
ts-day-punct	pass	
ts-dayname-full	cannot-represent	timestamp dayname
ts-dayname-uni	cannot-represent	timestamp dayname
ts-diary-junk	cannot-represent	timestamp diary sexp
ts-diary-mid	cannot-represent	timestamp diary sexp
ts-diary-nested	cannot-represent	timestamp diary sexp
ts-diary-time	cannot-represent	timestamp diary sexp
ts-diary	cannot-represent	timestamp diary sexp
ts-double-space	cannot-represent	timestamp dayname
ts-empty	pass	
ts-hour-one-digit	cannot-represent	timestamp dayname
ts-in-title	cannot-represent	timestamp dayname
ts-ina-date	cannot-represent	timestamp dayname
ts-ina-daterange	cannot-represent	timestamp rangeType
ts-ina-datetime	cannot-represent	timestamp dayname
ts-ina-rep	cannot-represent	timestamp repeater
ts-ina-timerange	cannot-represent	timestamp rangeType
ts-mid-para	cannot-represent	timestamp dayname
ts-mixed-close-act	cannot-represent	timestamp dayname
ts-mixed-close-ina	cannot-represent	timestamp dayname
ts-nodayname	pass	
ts-nospace-text	pass	
ts-planning-all	cannot-represent	timestamp dayname; timestamp delay
ts-range-mixed	cannot-represent	timestamp rangeType
ts-range-second-rep	cannot-represent	timestamp rangeType
ts-rep-deadline	cannot-represent	timestamp repeater
ts-rep-dotplus	cannot-represent	timestamp repeater
ts-rep-plus	cannot-represent	timestamp repeater
ts-rep-plusplus	cannot-represent	timestamp repeater
ts-rep-warn	cannot-represent	timestamp repeater
ts-seconds	cannot-represent	timestamp dayname
ts-tab-sep	pass	
ts-time-rep-warn	cannot-represent	timestamp repeater
ts-timerange-equal	cannot-represent	timestamp rangeType
ts-timerange-late	cannot-represent	timestamp rangeType
ts-unclosed	pass	
ts-warn-first	cannot-represent	timestamp delay
ts-warn-glued	cannot-represent	timestamp delay
ts-warn-rep	cannot-represent	timestamp repeater
ts-warn	cannot-represent	timestamp delay
verse-bare	pass	
verse-bold	pass	
w3e-bcall-affil	cannot-represent	node type babel-call
w3e-bcall-aftpara	cannot-represent	node type babel-call
w3e-bcall-drawer	cannot-represent	node type babel-call
w3e-bcall-fndef	cannot-represent	node type babel-call
w3e-bcall-headsec	cannot-represent	node type babel-call
w3e-bcall-item	cannot-represent	node type babel-call
w3e-bcall-quote	cannot-represent	node type babel-call
w3e-bcall-top	cannot-represent	node type babel-call
w3e-diary-affil	pass	
w3e-diary-aftpara	pass	
w3e-diary-drawer	pass	
w3e-diary-fndef	pass	
w3e-diary-headsec	pass	
w3e-diary-item	pass	
w3e-diary-quote	pass	
w3e-diary-top	pass	
w3o-call-bold	cannot-represent	node type inline-babel-call
w3o-call-capt	cannot-represent	node type inline-babel-call
w3o-call-cell	pass	
w3o-call-citpre	cannot-represent	node type inline-babel-call
w3o-call-citsuf	cannot-represent	node type inline-babel-call
w3o-call-fnref	cannot-represent	node type inline-babel-call
w3o-call-head	cannot-represent	node type inline-babel-call
w3o-call-itag	cannot-represent	node type inline-babel-call
w3o-call-ital	cannot-represent	node type inline-babel-call
w3o-call-ldesc	cannot-represent	node type inline-babel-call
w3o-call-para	cannot-represent	node type inline-babel-call
w3o-call-radio	cannot-represent	node type radio-target
w3o-call-strk	cannot-represent	node type inline-babel-call
w3o-call-sub	cannot-represent	node type inline-babel-call
w3o-call-sup	cannot-represent	node type inline-babel-call
w3o-call-target	cannot-represent	node type target
w3o-call-undr	cannot-represent	node type inline-babel-call
w3o-call-verse	cannot-represent	node type inline-babel-call
w3o-cite-bold	pass	
w3o-cite-capt	pass	
w3o-cite-cell	pass	
w3o-cite-citpre	wrong-tree	$.children[0].children[0].children[0].children[1].prefix: [{"type": "text", "value": " "}] vs null
w3o-cite-citsuf	pass	
w3o-cite-fnref	wrong-tree	$.children[0].children[0].children[0].children[0].value: "a " vs "a ["
w3o-cite-head	pass	
w3o-cite-itag	pass	
w3o-cite-ital	pass	
w3o-cite-ldesc	pass	
w3o-cite-para	pass	
w3o-cite-radio	cannot-represent	node type radio-target
w3o-cite-strk	pass	
w3o-cite-sub	pass	
w3o-cite-sup	pass	
w3o-cite-target	cannot-represent	node type target
w3o-cite-undr	pass	
w3o-cite-verse	pass	
w3o-src-bold	cannot-represent	node type inline-src-block
w3o-src-capt	cannot-represent	node type inline-src-block
w3o-src-cell	pass	
w3o-src-citpre	cannot-represent	node type inline-src-block
w3o-src-citsuf	cannot-represent	node type inline-src-block
w3o-src-fnref	cannot-represent	node type inline-src-block
w3o-src-head	cannot-represent	node type inline-src-block
w3o-src-itag	cannot-represent	node type inline-src-block
w3o-src-ital	cannot-represent	node type inline-src-block
w3o-src-ldesc	cannot-represent	node type inline-src-block
w3o-src-para	cannot-represent	node type inline-src-block
w3o-src-radio	cannot-represent	node type radio-target
w3o-src-strk	cannot-represent	node type inline-src-block
w3o-src-sub	cannot-represent	node type inline-src-block
w3o-src-sup	cannot-represent	node type inline-src-block
w3o-src-target	cannot-represent	node type target
w3o-src-undr	cannot-represent	node type inline-src-block
w3o-src-verse	cannot-represent	node type inline-src-block
w4-latexenv-eof-nl	wrong-tree	$.children[0].children[0].value: "\\begin{equation}\nx\n\\end{equation}\n" vs "\\begin{equation}\nx\n\\end{equation}"
w4-latexenv-eof-nonl	pass	
w4-src-eof-nonl	pass	
w4-tableel-eof-nonl	pass	
w4-verse-eof-nonl	pass	
ws-emph-0009	pass	
ws-emph-000C	pass	
ws-emph-0020	pass	
ws-emph-00A0	pass	
ws-emph-2000	pass	
ws-emph-2001	pass	
ws-emph-2002	pass	
ws-emph-2003	pass	
ws-emph-2004	pass	
ws-emph-2005	pass	
ws-emph-2006	pass	
ws-emph-2007	pass	
ws-emph-2008	pass	
ws-emph-2009	pass	
ws-emph-200A	pass	
ws-emph-200B	pass	
ws-emph-202F	pass	
ws-emph-205F	pass	
ws-emph-3000	pass	
ws-sub-0009	pass	
ws-sub-000C	pass	
ws-sub-0020	pass	
ws-sub-00A0	pass	
ws-sub-2000	pass	
ws-sub-2001	pass	
ws-sub-2002	pass	
ws-sub-2003	pass	
ws-sub-2004	pass	
ws-sub-2005	pass	
ws-sub-2006	pass	
ws-sub-2007	pass	
ws-sub-2008	pass	
ws-sub-2009	pass	
ws-sub-200A	pass	
ws-sub-200B	wrong-tree	$.children[0].children[0].children[0].value: "a​_b c\n" vs "a​"
ws-sub-202F	pass	
ws-sub-205F	pass	
ws-sub-3000	pass	
wsctl-emph-a	pass	
wsctl-emph-dash	pass	
wsctl-emph-under	pass	
wsctl-sub-a	pass	
wsctl-sub-dash	pass	
wsctl-sub-under	pass	
x23-bold-fnref	pass	
x23-bold-link	pass	
x23-bold-ts	cannot-represent	timestamp dayname
x23-cite	pass	
x23-cookie	pass	
x23-ital-link	pass	
x23-target	pass	
x23-wide-code	pass	
x23-wide-file	pass	
x23-wide-help	pass	
x23-wide-madrid	pass	
x23-wide-mailto	pass	
x23-wide-multi	pass	
x23-wide-nbsp	pass	
x23-wide-shell	pass	
