case	verdict	note
i7b-b-1133B	wrong-tree	$.children[0].children[0].children[0].children: length 1 vs 0
i7b-b-1134D	wrong-tree	$.children[0].children[0].children[0].children: length 1 vs 0
i7b-b-11366	wrong-tree	$.children[0].children[0].children[0].children: length 1 vs 0
i7b-b-11370	wrong-tree	$.children[0].children[0].children[0].children: length 1 vs 0
i7b-b-11442	wrong-tree	$.children[0].children[0].children[0].children: length 1 vs 0
i7b-b-11446	wrong-tree	$.children[0].children[0].children[0].children: length 1 vs 0
i7b-b-1145E	wrong-tree	$.children[0].children[0].children[0].children: length 1 vs 0
i7b-b-114C2	wrong-tree	$.children[0].children[0].children[0].children: length 1 vs 0
i7b-b-115BF	wrong-tree	$.children[0].children[0].children[0].children: length 1 vs 0
i7b-b-1163F	wrong-tree	$.children[0].children[0].children[0].children: length 1 vs 0
i7b-b-116B6	wrong-tree	$.children[0].children[0].children[0].children: length 1 vs 0
i7b-b-1172B	wrong-tree	$.children[0].children[0].children[0].children: length 1 vs 0
i7b-b-11839	wrong-tree	$.children[0].children[0].children[0].children: length 1 vs 0
i7b-b-1193D	wrong-tree	$.children[0].children[0].children[0].children: length 1 vs 0
i7b-b-11943	wrong-tree	$.children[0].children[0].children[0].children: length 1 vs 0
i7b-b-119E0	wrong-tree	$.children[0].children[0].children[0].children: length 1 vs 0
i7b-b-11A33	wrong-tree	$.children[0].children[0].children[0].children: length 1 vs 0
i7b-b-11A47	wrong-tree	$.children[0].children[0].children[0].children: length 1 vs 0
i7b-b-11A98	wrong-tree	$.children[0].children[0].children[0].children: length 1 vs 0
i7b-b-11C3F	wrong-tree	$.children[0].children[0].children[0].children: length 1 vs 0
i7b-b-11D42	wrong-tree	$.children[0].children[0].children[0].children: length 1 vs 0
i7b-b-11D44	wrong-tree	$.children[0].children[0].children[0].children: length 1 vs 0
i7b-b-11D97	wrong-tree	$.children[0].children[0].children[0].children: length 1 vs 0
i7b-b-11F41	wrong-tree	$.children[0].children[0].children[0].children: length 1 vs 0
i7b-b-13440	wrong-tree	$.children[0].children[0].children[0].children: length 1 vs 0
i7b-b-13447	wrong-tree	$.children[0].children[0].children[0].children: length 1 vs 0
i7b-b-16AF0	wrong-tree	$.children[0].children[0].children[0].children: length 1 vs 0
i7b-b-16B30	wrong-tree	$.children[0].children[0].children[0].children: length 1 vs 0
i7b-b-16FE4	wrong-tree	$.children[0].children[0].children[0].children: length 1 vs 0
i7b-b-1BC9D	wrong-tree	$.children[0].children[0].children[0].children: length 1 vs 0
i7b-b-1CF00	wrong-tree	$.children[0].children[0].children[0].children: length 1 vs 0
i7b-b-1CF30	wrong-tree	$.children[0].children[0].children[0].children: length 1 vs 0
i7b-b-1D165	wrong-tree	$.children[0].children[0].children[0].children: length 1 vs 0
i7b-b-1D16D	wrong-tree	$.children[0].children[0].children[0].children: length 1 vs 0
i7b-b-1D17B	wrong-tree	$.children[0].children[0].children[0].children: length 1 vs 0
i7b-b-1D185	wrong-tree	$.children[0].children[0].children[0].children: length 1 vs 0
i7b-b-1D1AA	wrong-tree	$.children[0].children[0].children[0].children: length 1 vs 0
i7b-b-1D242	wrong-tree	$.children[0].children[0].children[0].children: length 1 vs 0
i7b-b-1DA00	wrong-tree	$.children[0].children[0].children[0].children: length 1 vs 0
i7b-b-1DA3B	wrong-tree	$.children[0].children[0].children[0].children: length 1 vs 0
i7b-b-1DA75	wrong-tree	$.children[0].children[0].children[0].children: length 1 vs 0
i7b-b-1DA84	wrong-tree	$.children[0].children[0].children[0].children: length 1 vs 0
i7b-b-1DA9B	wrong-tree	$.children[0].children[0].children[0].children: length 1 vs 0
i7b-b-1DAA1	wrong-tree	$.children[0].children[0].children[0].children: length 1 vs 0
i7b-b-1E130	wrong-tree	$.children[0].children[0].children[0].children: length 1 vs 0
i7b-b-1E2AE	wrong-tree	$.children[0].children[0].children[0].children: length 1 vs 0
i7b-b-1E2EC	wrong-tree	$.children[0].children[0].children[0].children: length 1 vs 0
i7b-b-1E4EC	wrong-tree	$.children[0].children[0].children[0].children: length 1 vs 0
i7b-b-1E8D0	wrong-tree	$.children[0].children[0].children[0].children: length 1 vs 0
i7b-b-1E944	wrong-tree	$.children[0].children[0].children[0].children: length 1 vs 0
i7b-b-1E948	wrong-tree	$.children[0].children[0].children[0].children: length 1 vs 0
i7b-b-E0100	wrong-tree	$.children[0].children[0].children[0].children: length 1 vs 0
i7d-bold	cannot-represent	link pathType
i7d-caption	cannot-represent	affiliated keywords (no attachment in AST); link pathType
i7d-center	cannot-represent	link pathType
i7d-code	wrong-tree	$.children[0].children[0].children[0].children: length 1 vs 0
i7d-comment	wrong-tree	$.children[0].children[0].children[0].children: length 1 vs 0
i7d-commentblk	wrong-tree	$.children[0].children[0].children[0].children: length 1 vs 0
i7d-drawer	cannot-represent	link pathType
i7d-dynblk	cannot-represent	link pathType
i7d-example	wrong-tree	$.children[0].children[0].children[0].children: length 1 vs 0
i7d-fixedwidth	wrong-tree	$.children[0].children[0].children[0].children: length 1 vs 0
i7d-fndefbody	cannot-represent	link pathType
i7d-fninline	cannot-represent	link pathType
i7d-headline	cannot-represent	link pathType
i7d-italic	cannot-represent	link pathType
i7d-itembody	cannot-represent	link pathType
i7d-itemtag	cannot-represent	descriptive list; item tag (descriptive list); link pathType
i7d-keywordother	wrong-tree	$.children[0].children[0].children[0].children: length 1 vs 0
i7d-kw-author-bold	pass	
i7d-kw-caption-bold	cannot-represent	affiliated keywords (no attachment in AST)
i7d-kw-title-bold	pass	
i7d-kw-title-link	pass	
i7d-linkdesc	cannot-represent	link pathType
i7d-linkpath	cannot-represent	link pathType
i7d-paragraph	cannot-represent	link pathType
i7d-quote	cannot-represent	link pathType
i7d-radiotarget	wrong-tree	$.children[0].children[0].children[0].children: length 1 vs 0
i7d-src	wrong-tree	$.children[0].children[0].children[0].children: length 1 vs 0
i7d-strike	cannot-represent	link pathType
i7d-subscript	cannot-represent	link pathType; node type subscript
i7d-superscript	cannot-represent	link pathType; node type superscript
i7d-tablecell	cannot-represent	link pathType
i7d-underline	cannot-represent	link pathType
i7d-verbatim	wrong-tree	$.children[0].children[0].children[0].children: length 1 vs 0
i7d-verse	cannot-represent	link pathType
i7f-o-00130	wrong-tree	$.children[0].children[0].children[0].children: length 1 vs 0
i7f-o-01C89	wrong-tree	$.children[0].children[0].children[0].children: length 1 vs 0
i7f-o-0212A	wrong-tree	$.children[0].children[0].children[0].children: length 1 vs 0
i7f-o-0A7CB	wrong-tree	$.children[0].children[0].children[0].children: length 1 vs 0
i7f-o-0A7CC	wrong-tree	$.children[0].children[0].children[0].children: length 1 vs 0
i7f-o-0A7CE	wrong-tree	$.children[0].children[0].children[0].children: length 1 vs 0
i7f-o-0A7D2	wrong-tree	$.children[0].children[0].children[0].children: length 1 vs 0
i7f-o-0A7D4	wrong-tree	$.children[0].children[0].children[0].children: length 1 vs 0
i7f-o-0A7DA	wrong-tree	$.children[0].children[0].children[0].children: length 1 vs 0
i7f-o-0A7DC	wrong-tree	$.children[0].children[0].children[0].children: length 1 vs 0
i7f-o-10D50	wrong-tree	$.children[0].children[0].children[0].children: length 1 vs 0
i7f-o-10D51	wrong-tree	$.children[0].children[0].children[0].children: length 1 vs 0
i7f-o-10D52	wrong-tree	$.children[0].children[0].children[0].children: length 1 vs 0
i7f-o-10D53	wrong-tree	$.children[0].children[0].children[0].children: length 1 vs 0
i7f-o-10D54	wrong-tree	$.children[0].children[0].children[0].children: length 1 vs 0
i7f-o-10D55	wrong-tree	$.children[0].children[0].children[0].children: length 1 vs 0
i7f-o-10D56	wrong-tree	$.children[0].children[0].children[0].children: length 1 vs 0
i7f-o-10D57	wrong-tree	$.children[0].children[0].children[0].children: length 1 vs 0
i7f-o-10D58	wrong-tree	$.children[0].children[0].children[0].children: length 1 vs 0
i7f-o-10D59	wrong-tree	$.children[0].children[0].children[0].children: length 1 vs 0
i7f-o-10D5A	wrong-tree	$.children[0].children[0].children[0].children: length 1 vs 0
i7f-o-10D5B	wrong-tree	$.children[0].children[0].children[0].children: length 1 vs 0
i7f-o-10D5C	wrong-tree	$.children[0].children[0].children[0].children: length 1 vs 0
i7f-o-10D5D	wrong-tree	$.children[0].children[0].children[0].children: length 1 vs 0
i7f-o-10D5E	wrong-tree	$.children[0].children[0].children[0].children: length 1 vs 0
i7f-o-10D5F	wrong-tree	$.children[0].children[0].children[0].children: length 1 vs 0
i7f-o-10D60	wrong-tree	$.children[0].children[0].children[0].children: length 1 vs 0
i7f-o-10D61	wrong-tree	$.children[0].children[0].children[0].children: length 1 vs 0
i7f-o-10D62	wrong-tree	$.children[0].children[0].children[0].children: length 1 vs 0
i7f-o-10D63	wrong-tree	$.children[0].children[0].children[0].children: length 1 vs 0
i7f-o-10D64	wrong-tree	$.children[0].children[0].children[0].children: length 1 vs 0
i7f-o-10D65	wrong-tree	$.children[0].children[0].children[0].children: length 1 vs 0
i7f-o-16EA0	wrong-tree	$.children[0].children[0].children[0].children: length 1 vs 0
i7f-o-16EA1	wrong-tree	$.children[0].children[0].children[0].children: length 1 vs 0
i7f-o-16EA2	wrong-tree	$.children[0].children[0].children[0].children: length 1 vs 0
i7f-o-16EA3	wrong-tree	$.children[0].children[0].children[0].children: length 1 vs 0
i7f-o-16EA4	wrong-tree	$.children[0].children[0].children[0].children: length 1 vs 0
i7f-o-16EA5	wrong-tree	$.children[0].children[0].children[0].children: length 1 vs 0
i7f-o-16EA6	wrong-tree	$.children[0].children[0].children[0].children: length 1 vs 0
i7f-o-16EA7	wrong-tree	$.children[0].children[0].children[0].children: length 1 vs 0
i7f-o-16EA8	wrong-tree	$.children[0].children[0].children[0].children: length 1 vs 0
i7f-o-16EA9	wrong-tree	$.children[0].children[0].children[0].children: length 1 vs 0
i7f-o-16EAA	wrong-tree	$.children[0].children[0].children[0].children: length 1 vs 0
i7f-o-16EAB	wrong-tree	$.children[0].children[0].children[0].children: length 1 vs 0
i7f-o-16EAC	wrong-tree	$.children[0].children[0].children[0].children: length 1 vs 0
i7f-o-16EAD	wrong-tree	$.children[0].children[0].children[0].children: length 1 vs 0
i7f-o-16EAE	wrong-tree	$.children[0].children[0].children[0].children: length 1 vs 0
i7f-o-16EAF	wrong-tree	$.children[0].children[0].children[0].children: length 1 vs 0
i7f-o-16EB0	wrong-tree	$.children[0].children[0].children[0].children: length 1 vs 0
i7f-o-16EB1	wrong-tree	$.children[0].children[0].children[0].children: length 1 vs 0
i7f-o-16EB2	wrong-tree	$.children[0].children[0].children[0].children: length 1 vs 0
i7f-o-16EB3	wrong-tree	$.children[0].children[0].children[0].children: length 1 vs 0
i7f-o-16EB4	wrong-tree	$.children[0].children[0].children[0].children: length 1 vs 0
i7f-o-16EB5	wrong-tree	$.children[0].children[0].children[0].children: length 1 vs 0
i7f-o-16EB6	wrong-tree	$.children[0].children[0].children[0].children: length 1 vs 0
i7f-o-16EB7	wrong-tree	$.children[0].children[0].children[0].children: length 1 vs 0
i7f-o-16EB8	wrong-tree	$.children[0].children[0].children[0].children: length 1 vs 0
i7f-u-000B5	cannot-represent	link pathType
i7f-u-00345	cannot-represent	link pathType
i7f-u-003C2	cannot-represent	link pathType
i7f-u-003D0	cannot-represent	link pathType
i7f-u-003D1	cannot-represent	link pathType
i7f-u-003D5	cannot-represent	link pathType
i7f-u-003D6	cannot-represent	link pathType
i7f-u-003F0	cannot-represent	link pathType
i7f-u-003F1	cannot-represent	link pathType
i7f-u-003F5	cannot-represent	link pathType
i7f-u-01C80	cannot-represent	link pathType
i7f-u-01C81	cannot-represent	link pathType
i7f-u-01C82	cannot-represent	link pathType
i7f-u-01C83	cannot-represent	link pathType
i7f-u-01C84	cannot-represent	link pathType
i7f-u-01C85	cannot-represent	link pathType
i7f-u-01C86	cannot-represent	link pathType
i7f-u-01C87	cannot-represent	link pathType
i7f-u-01C88	cannot-represent	link pathType
i7f-u-01E9B	cannot-represent	link pathType
i7f-u-01FBE	cannot-represent	link pathType
i7x-bs-noradio	pass	
i7x-bs-plain	pass	
i7x-empty-noradio	pass	
i8-hl-in-example	cannot-represent	node type subscript
i8-hl-in-export	cannot-represent	node type subscript
i8-hl-in-quote	cannot-represent	node type subscript
i8-hl-in-src	cannot-represent	node type subscript
itemtag-bare	cannot-represent	descriptive list; item tag (descriptive list)
itemtag-bold	cannot-represent	descriptive list; item tag (descriptive list); node type line-break
lab-after	cannot-represent	link pathType
lab-basic	cannot-represent	link pathType
lab-case	cannot-represent	link pathType
lab-dcolon	cannot-represent	link pathType
lab-dup	cannot-represent	link pathType
lab-fn	cannot-represent	link pathType
lab-h-uni	cannot-represent	link pathType
lab-inblock	cannot-represent	link pathType
lab-nested-desc	cannot-represent	link pathType
lab-plain	pass	
lab-s-mid	cannot-represent	link pathType
lab-type	cannot-represent	link pathType
linkdesc-bare	cannot-represent	link pathType
linkdesc-bold	cannot-represent	link pathType; node type line-break
lix-block-blanks	wrong-tree	$.children[0].children[0].children[0].children[1].children unexpected
lix-block-col0-escaped	cannot-represent	descriptive list; item tag (descriptive list)
lix-block-col0-plain	wrong-tree	$.children[0].children[0].children[0].children[1].children unexpected
lix-block-real-headline	cannot-represent	node type subscript
lix-drawer-col0	wrong-tree	$.children[0].children[0].children[0].children[1].children[0].children missing
lix-drawer-unpaired	pass	
lix-dynamic-block	wrong-tree	$.children[0].children[0].children[0].children[1].arguments missing
lix-end-outdented	wrong-tree	$.children[0].children[0].children[0].children[1].children unexpected
lix-latex-env-col0	cannot-represent	node type latex-fragment
lix-quote-col0	wrong-tree	$.children[0].children[0].children[0].children[1].children[0].children missing
lix-second-item-after	wrong-tree	$.children[0].children[0].children[0].children[1].children unexpected
lix-unpaired-begin	cannot-represent	node type subscript
lst-pre-1nl	wrong-tree	$.children[0].children[0].children[0].bullet missing
lst-pre-2blank	wrong-tree	$.children[0].children[0].children[0].bullet missing
lst-pre-blank	wrong-tree	$.children[0].children[0].children[0].bullet missing
lst-pre-bulletsp	pass-structure	postBlank/preBlank bookkeeping only
lst-pre-nested	wrong-tree	$.children[0].children[0].children[0].children[0].children[0].value: "a\n" vs "a\n  -\n"
lst-pre-num	wrong-tree	$.children[0].children[0].children[0].bullet missing
lst-pre-plain	pass	
lst-pre-two	wrong-tree	$.children[0].children[0].children[0].bullet missing
lst-tag-bare	pass	
lst-tag-empty	pass	
lst-tag-eol-blank	cannot-represent	descriptive list; item tag (descriptive list)
lst-tag-eol-nospace	cannot-represent	descriptive list; item tag (descriptive list)
lst-tag-eol	cannot-represent	descriptive list; item tag (descriptive list)
lst-tag-greedy	cannot-represent	descriptive list; item tag (descriptive list)
lst-tag-inline	cannot-represent	descriptive list; item tag (descriptive list)
lst-tag-nows-after	pass	
lst-tag-nows-before	pass	
lst-tag-nows-before2	pass	
lst-tag-ordered-paren	wrong-tree	$.children[0].children[0].children[0].bullet missing
lst-tag-ordered	pass	
lst-tag-plus	cannot-represent	descriptive list; item tag (descriptive list)
lst-tag-run	cannot-represent	descriptive list; item tag (descriptive list)
lst-tag-star	pass	
lst-tag-tab	cannot-represent	descriptive list; item tag (descriptive list)
lst-tag-tabbefore	cannot-represent	descriptive list; item tag (descriptive list)
para-bare	cannot-represent	node type line-break
para-bold-eol	cannot-represent	node type line-break
para-bold-inner-nl	cannot-represent	node type line-break
para-bold	cannot-represent	node type line-break
para-boldital	cannot-represent	node type line-break
plg-angle-after-colon	pass	
plg-apostrophe-before-type	pass	
plg-bracket-after-colon	pass	
plg-dollar-before-type	pass	
plg-double-colon	cannot-represent	link pathType
plg-elisp-form	pass	
plg-fn-after-colon	pass	
plg-fn-multiline	pass	
plg-info-node	cannot-represent	link pathType
plg-modifier-h-before-type	pass	
plg-one-char-path	pass	
plg-percent-before-type	pass	
plg-punct-only-path	pass	
plg-super-one-before-type	pass	
real-doomemacs-docs_appendix	cannot-represent	descriptive list; item tag (descriptive list); link pathType
real-doomemacs-docs_contributing	cannot-represent	descriptive list; item tag (descriptive list); link pathType
real-doomemacs-docs_examples	cannot-represent	link pathType
real-doomemacs-docs_faq	cannot-represent	descriptive list; item tag (descriptive list); link pathType
real-doomemacs-docs_getting_started	cannot-represent	descriptive list; item tag (descriptive list); link pathType; node type latex-fragment
real-doomemacs-docs_index	cannot-represent	link pathType
real-org-mode-samples_blocks	cannot-represent	node type subscript
real-org-mode-samples_headings	cannot-represent	commented headline
real-org-mode-samples_keywords	cannot-represent	node type subscript
real-org-mode-samples_lists	cannot-represent	item checkbox
real-org-mode-samples_pathological	pass	
real-org-mode-samples_tags	wrong-tree	$.children[8].tags: length 2 vs 0
real-org-mode-samples_text	cannot-represent	link pathType; node type latex-fragment; node type subscript
tel-adjacent-org	wrong-tree	$.children[0].children[1].children missing
tel-after-org	pass	
tel-blank-splits	wrong-tree	$.children[0].children[0].children missing
tel-caption	cannot-represent	affiliated keywords (no attachment in AST)
tel-double-rule	pass	
tel-in-item	wrong-tree	$.children[0].children[0].children[0].children[0].children missing
tel-indented	pass	
tel-min	pass	
tel-mixed-tail	wrong-tree	$.children[0].children[0].children missing
tel-no-close	wrong-tree	$.children[0].children[0].children missing
tel-org-first	wrong-tree	$.children[0].children[1].children missing
tel-org-tblfm-control	wrong-tree	$.children[0].children[0].tblfm: ["$1=2"] vs null
tel-plus-alone	wrong-tree	$.children[0].children[0].children[0].bullet missing
tel-plus-text	pass	
tel-rule-junk	pass	
tel-rule-only	wrong-tree	$.children[0].children[0].children missing
tel-tblfm	wrong-tree	$.children[0].children[0].tblfm: ["$1=2"] vs null
tel-wide	pass	
title-bare	pass	
title-bold-mid	cannot-represent	node type line-break
title-bold	cannot-represent	node type line-break
title-boldital	cannot-represent	node type line-break
title-cookie	pass	
ts-act-date	pass	
ts-act-daterange	cannot-represent	timestamp rangeType
ts-act-datetime	pass	
ts-act-dtrange	cannot-represent	timestamp rangeType
ts-act-timerange	cannot-represent	timestamp rangeType
ts-bad-month	pass	
ts-bad-shape	pass	
ts-bracket-in-text	wrong-tree	$.children[0].children[0].children[0].delay missing
ts-clock-range	cannot-represent	timestamp rangeType
ts-day-digit-split	wrong-tree	$.children[0].children[0].children[0].delay missing
ts-day-punct	wrong-tree	$.children[0].children[0].children[0].start.dayname: null vs "!x"
ts-dayname-full	pass	
ts-dayname-uni	wrong-tree	$.children[0].children[0].children[0].start.dayname: "Th" vs "Thü"
ts-diary-junk	wrong-tree	$.children[0].children[0].children[0].delay missing
ts-diary-mid	pass	
ts-diary-nested	wrong-tree	$.children[0].children[0].children[0].delay missing
ts-diary-time	wrong-tree	$.children[0].children[0].children[0].delay missing
ts-diary	pass	
ts-double-space	pass	
ts-empty	pass	
ts-hour-one-digit	pass	
ts-in-title	pass	
ts-ina-date	pass	
ts-ina-daterange	cannot-represent	timestamp rangeType
ts-ina-datetime	pass	
ts-ina-rep	wrong-tree	$.children[0].children[0].children[0].delay missing
ts-ina-timerange	cannot-represent	timestamp rangeType
ts-mid-para	pass	
ts-mixed-close-act	wrong-tree	$.children[0].children[0].children[0].delay missing
ts-mixed-close-ina	wrong-tree	$.children[0].children[0].children[0].delay missing
ts-nodayname	wrong-tree	$.children[0].children[0].children[0].delay missing
ts-nospace-text	pass	
ts-planning-all	wrong-tree	$.children[0].children[0].children[0].children unexpected
ts-range-mixed	cannot-represent	timestamp rangeType
ts-range-second-rep	cannot-represent	timestamp rangeType
ts-rep-deadline	wrong-tree	$.children[0].children[0].children[0].delay missing
ts-rep-dotplus	wrong-tree	$.children[0].children[0].children[0].delay missing
ts-rep-plus	wrong-tree	$.children[0].children[0].children[0].delay missing
ts-rep-plusplus	wrong-tree	$.children[0].children[0].children[0].delay missing
ts-rep-warn	wrong-tree	$.children[0].children[0].children[0].delay missing
ts-seconds	wrong-tree	$.children[0].children[0].children[0].delay missing
ts-tab-sep	wrong-tree	$.children[0].children[0].children[0].delay unexpected
ts-time-rep-warn	wrong-tree	$.children[0].children[0].children[0].delay missing
ts-timerange-equal	cannot-represent	timestamp rangeType
ts-timerange-late	cannot-represent	timestamp rangeType
ts-unclosed	pass	
ts-warn-first	wrong-tree	$.children[0].children[0].children[0].delay missing
ts-warn-glued	wrong-tree	$.children[0].children[0].children[0].delay missing
ts-warn-rep	wrong-tree	$.children[0].children[0].children[0].delay missing
ts-warn	wrong-tree	$.children[0].children[0].children[0].delay missing
verse-bare	cannot-represent	node type line-break
verse-bold	cannot-represent	node type line-break
w3e-bcall-affil	cannot-represent	affiliated keywords (no attachment in AST)
w3e-bcall-aftpara	pass	
w3e-bcall-drawer	pass	
w3e-bcall-fndef	wrong-tree	$.children[0].children[0].children: length 2 vs 1
w3e-bcall-headsec	pass	
w3e-bcall-item	pass	
w3e-bcall-quote	pass	
w3e-bcall-top	pass	
w3e-diary-affil	cannot-represent	affiliated keywords (no attachment in AST); node type diary-sexp
w3e-diary-aftpara	cannot-represent	node type diary-sexp
w3e-diary-drawer	cannot-represent	node type diary-sexp
w3e-diary-fndef	cannot-represent	node type diary-sexp
w3e-diary-headsec	cannot-represent	node type diary-sexp
w3e-diary-item	pass	
w3e-diary-quote	cannot-represent	node type diary-sexp
w3e-diary-top	cannot-represent	node type diary-sexp
w3o-call-bold	pass	
w3o-call-capt	cannot-represent	affiliated keywords (no attachment in AST)
w3o-call-cell	cannot-represent	node type subscript
w3o-call-citpre	cannot-represent	node type citation; node type citation-reference
w3o-call-citsuf	cannot-represent	node type citation; node type citation-reference
w3o-call-fnref	wrong-tree	$.children[0].children[0].children[0].children[0].value: "a " vs "a call_f() b"
w3o-call-head	pass	
w3o-call-itag	cannot-represent	descriptive list; item tag (descriptive list)
w3o-call-ital	pass	
w3o-call-ldesc	cannot-represent	link pathType
w3o-call-para	pass	
w3o-call-radio	cannot-represent	node type subscript
w3o-call-strk	pass	
w3o-call-sub	cannot-represent	node type subscript
w3o-call-sup	cannot-represent	node type superscript
w3o-call-target	pass	
w3o-call-undr	pass	
w3o-call-verse	pass	
w3o-cite-bold	cannot-represent	node type citation; node type citation-reference
w3o-cite-capt	cannot-represent	affiliated keywords (no attachment in AST); node type citation; node type citation-reference
w3o-cite-cell	cannot-represent	node type citation; node type citation-reference
w3o-cite-citpre	cannot-represent	node type citation; node type citation-reference
w3o-cite-citsuf	cannot-represent	node type citation; node type citation-reference
w3o-cite-fnref	cannot-represent	node type citation; node type citation-reference
w3o-cite-head	cannot-represent	node type citation; node type citation-reference
w3o-cite-itag	cannot-represent	descriptive list; item tag (descriptive list); node type citation; node type citation-reference
w3o-cite-ital	cannot-represent	node type citation; node type citation-reference
w3o-cite-ldesc	cannot-represent	link pathType
w3o-cite-para	cannot-represent	node type citation; node type citation-reference
w3o-cite-radio	wrong-tree	$.children[0].children[0].children[0].children: length 1 vs 0
w3o-cite-strk	cannot-represent	node type citation; node type citation-reference
w3o-cite-sub	cannot-represent	node type citation; node type citation-reference; node type subscript
w3o-cite-sup	cannot-represent	node type citation; node type citation-reference; node type superscript
w3o-cite-target	pass	
w3o-cite-undr	cannot-represent	node type citation; node type citation-reference
w3o-cite-verse	cannot-represent	node type citation; node type citation-reference
w3o-src-bold	pass	
w3o-src-capt	cannot-represent	affiliated keywords (no attachment in AST)
w3o-src-cell	cannot-represent	node type subscript
w3o-src-citpre	cannot-represent	node type citation; node type citation-reference
w3o-src-citsuf	cannot-represent	node type citation; node type citation-reference
w3o-src-fnref	wrong-tree	$.children[0].children[0].children[0].children[0].value: "a " vs "a src_py{q} b"
w3o-src-head	pass	
w3o-src-itag	cannot-represent	descriptive list; item tag (descriptive list)
w3o-src-ital	pass	
w3o-src-ldesc	cannot-represent	link pathType
w3o-src-para	pass	
w3o-src-radio	cannot-represent	node type subscript
w3o-src-strk	pass	
w3o-src-sub	cannot-represent	node type subscript
w3o-src-sup	cannot-represent	node type superscript
w3o-src-target	pass	
w3o-src-undr	pass	
w3o-src-verse	pass	
w4-latexenv-eof-nl	cannot-represent	node type latex-environment
w4-latexenv-eof-nonl	cannot-represent	node type latex-environment
w4-src-eof-nonl	pass	
w4-tableel-eof-nonl	wrong-tree	$.children[0].children[1].children missing
w4-verse-eof-nonl	wrong-tree	$.children[0].children[0].children[0].value: "a\n" vs "a"
ws-emph-0009	wrong-tree	$.children[0].children[0].children[0].value: "a\t" vs "a\t*b* c\n"
ws-emph-000C	wrong-tree	$.children[0].children[0].children[0].value: "a\f" vs "a\f*b* c\n"
ws-emph-0020	pass	
ws-emph-00A0	wrong-tree	$.children[0].children[0].children[0].value: "a " vs "a *b* c\n"
ws-emph-2000	wrong-tree	$.children[0].children[0].children[0].value: "a " vs "a *b* c\n"
ws-emph-2001	wrong-tree	$.children[0].children[0].children[0].value: "a " vs "a *b* c\n"
ws-emph-2002	wrong-tree	$.children[0].children[0].children[0].value: "a " vs "a *b* c\n"
ws-emph-2003	wrong-tree	$.children[0].children[0].children[0].value: "a " vs "a *b* c\n"
ws-emph-2004	wrong-tree	$.children[0].children[0].children[0].value: "a " vs "a *b* c\n"
ws-emph-2005	wrong-tree	$.children[0].children[0].children[0].value: "a " vs "a *b* c\n"
ws-emph-2006	wrong-tree	$.children[0].children[0].children[0].value: "a " vs "a *b* c\n"
ws-emph-2007	wrong-tree	$.children[0].children[0].children[0].value: "a " vs "a *b* c\n"
ws-emph-2008	wrong-tree	$.children[0].children[0].children[0].value: "a " vs "a *b* c\n"
ws-emph-2009	wrong-tree	$.children[0].children[0].children[0].value: "a " vs "a *b* c\n"
ws-emph-200A	wrong-tree	$.children[0].children[0].children[0].value: "a " vs "a *b* c\n"
ws-emph-200B	wrong-tree	$.children[0].children[0].children[0].value: "a​" vs "a​*b* c\n"
ws-emph-202F	wrong-tree	$.children[0].children[0].children[0].value: "a " vs "a *b* c\n"
ws-emph-205F	wrong-tree	$.children[0].children[0].children[0].value: "a " vs "a *b* c\n"
ws-emph-3000	wrong-tree	$.children[0].children[0].children[0].value: "a　" vs "a　*b* c\n"
ws-sub-0009	pass	
ws-sub-000C	pass	
ws-sub-0020	pass	
ws-sub-00A0	pass	
ws-sub-2000	pass	
ws-sub-2001	pass	
ws-sub-2002	pass	
ws-sub-2003	pass	
ws-sub-2004	pass	
ws-sub-2005	pass	
ws-sub-2006	pass	
ws-sub-2007	pass	
ws-sub-2008	pass	
ws-sub-2009	pass	
ws-sub-200A	pass	
ws-sub-200B	pass	
ws-sub-202F	pass	
ws-sub-205F	pass	
ws-sub-3000	pass	
wsctl-emph-a	pass	
wsctl-emph-dash	wrong-tree	$.children[0].children[0].children[0].value: "a-" vs "a-*b* c\n"
wsctl-emph-under	cannot-represent	node type subscript
wsctl-sub-a	cannot-represent	node type subscript
wsctl-sub-dash	cannot-represent	node type subscript
wsctl-sub-under	cannot-represent	node type subscript
x23-bold-fnref	cannot-represent	link pathType
x23-bold-link	cannot-represent	link pathType
x23-bold-ts	cannot-represent	link pathType
x23-cite	cannot-represent	link pathType
x23-cookie	cannot-represent	link pathType
x23-ital-link	cannot-represent	link pathType
x23-target	cannot-represent	link pathType
x23-wide-code	cannot-represent	link pathType
x23-wide-file	cannot-represent	link pathType
x23-wide-help	cannot-represent	link pathType
x23-wide-madrid	cannot-represent	link pathType
x23-wide-mailto	cannot-represent	link pathType
x23-wide-multi	cannot-represent	link pathType
x23-wide-nbsp	cannot-represent	link pathType
x23-wide-shell	cannot-represent	link pathType
