case	verdict	note
i7f-o-16EA4	cannot-represent	node type radio-target
i7f-o-16EA5	cannot-represent	node type radio-target
i7f-o-16EA6	cannot-represent	node type radio-target
i7f-o-16EA7	cannot-represent	node type radio-target
i7f-o-16EA8	cannot-represent	node type radio-target
i7f-o-16EA9	cannot-represent	node type radio-target
i7f-o-16EAA	cannot-represent	node type radio-target
i7f-o-16EAB	cannot-represent	node type radio-target
i7f-o-16EAC	cannot-represent	node type radio-target
i7f-o-16EAD	cannot-represent	node type radio-target
i7f-o-16EAE	cannot-represent	node type radio-target
i7f-o-16EAF	cannot-represent	node type radio-target
i7f-o-16EB0	cannot-represent	node type radio-target
i7f-o-16EB1	cannot-represent	node type radio-target
i7f-o-16EB2	cannot-represent	node type radio-target
i7f-o-16EB3	cannot-represent	node type radio-target
i7f-o-16EB4	cannot-represent	node type radio-target
i7f-o-16EB5	cannot-represent	node type radio-target
i7f-o-16EB6	cannot-represent	node type radio-target
i7f-o-16EB7	cannot-represent	node type radio-target
i7f-o-16EB8	cannot-represent	node type radio-target
i7f-u-000B5	cannot-represent	node type radio-target
i7f-u-00345	cannot-represent	node type radio-target
i7f-u-003C2	cannot-represent	node type radio-target
i7f-u-003D0	cannot-represent	node type radio-target
i7f-u-003D1	cannot-represent	node type radio-target
i7f-u-003D5	cannot-represent	node type radio-target
i7f-u-003D6	cannot-represent	node type radio-target
i7f-u-003F0	cannot-represent	node type radio-target
i7f-u-003F1	cannot-represent	node type radio-target
i7f-u-003F5	cannot-represent	node type radio-target
i7f-u-01C80	cannot-represent	node type radio-target
i7f-u-01C81	cannot-represent	node type radio-target
i7f-u-01C82	cannot-represent	node type radio-target
i7f-u-01C83	cannot-represent	node type radio-target
i7f-u-01C84	cannot-represent	node type radio-target
i7f-u-01C85	cannot-represent	node type radio-target
i7f-u-01C86	cannot-represent	node type radio-target
i7f-u-01C87	cannot-represent	node type radio-target
i7f-u-01C88	cannot-represent	node type radio-target
i7f-u-01E9B	cannot-represent	node type radio-target
i7f-u-01FBE	cannot-represent	node type radio-target
i7x-bs-noradio	pass	
i7x-bs-plain	pass	
i7x-empty-noradio	pass	
i8-hl-in-example	cannot-represent	bare (unbraced) sub/superscript
i8-hl-in-export	cannot-represent	bare (unbraced) sub/superscript
i8-hl-in-quote	cannot-represent	bare (unbraced) sub/superscript
i8-hl-in-src	cannot-represent	bare (unbraced) sub/superscript
itemtag-bare	pass	
itemtag-bold	wrong-tree	$.children[0].children[0].children[0].tag[0].children[0].value: "a" vs "a\\\\"
lab-after	wrong-tree	$.children[0].children[0].children[0].path: "https://e.com/a" vs "late:a"
lab-basic	wrong-tree	$.children[0].children[1].children[0].path: "https://e.com/a" vs "ex:a"
lab-case	wrong-tree	$.children[0].children[1].children[0].pathType: "fuzzy" vs "eX"
lab-dcolon	wrong-tree	$.children[0].children[1].children[0].path: "https://e.com/a" vs "ex::a"
lab-dup	wrong-tree	$.children[0].children[2].children[0].path: "https://two.com/a" vs "ex:a"
lab-fn	wrong-tree	$.children[0].children[1].children[0].pathType: "fuzzy" vs "fnl"
lab-h-uni	wrong-tree	$.children[0].children[1].children[0].path: "https://e.com?v=caf%C3%A9%20~x" vs "hu:café ~x"
lab-inblock	wrong-tree	$.children[0].children[1].children[0].pathType: "fuzzy" vs "inb"
lab-nested-desc	wrong-tree	$.children[0].children[1].children[0].path: "https://e.com/a" vs "ex:a"
lab-plain	pass	
lab-s-mid	wrong-tree	$.children[0].children[1].children[0].path: "https://e.com?x=tag&y=1" vs "q:tag"
lab-type	wrong-tree	$.children[0].children[1].children[0].path: "//hijack/x" vs "https:x"
linkdesc-bare	pass	
linkdesc-bold	wrong-tree	$.children[0].children[0].children[0].description[0].children[0].value: "a" vs "a\\\\"
lix-block-blanks	wrong-tree	$.children[0].children[0].children[0].children[0].postBlank: 1 vs 0
lix-block-col0-escaped	cannot-represent	preBlank
lix-block-col0-plain	wrong-tree	$.children[0].children[0].children[0].children[0].postBlank: 1 vs 0
lix-block-real-headline	cannot-represent	bare (unbraced) sub/superscript
lix-drawer-col0	wrong-tree	$.children[0].children[0].children[0].children[0].postBlank: 1 vs 0
lix-drawer-unpaired	wrong-tree	$.children[0].children[0].children[0].children[0].postBlank: 1 vs 0
lix-dynamic-block	cannot-represent	node type dynamic-block
lix-end-outdented	wrong-tree	$.children[0].children[0].children[0].children[0].postBlank: 1 vs 0
lix-latex-env-col0	wrong-tree	$.children[0].children[0].children[0].children[0].postBlank: 1 vs 0
lix-quote-col0	wrong-tree	$.children[0].children[0].children[0].children[0].postBlank: 1 vs 0
lix-second-item-after	wrong-tree	$.children[0].children[0].children[0].children[0].postBlank: 1 vs 0
lix-unpaired-begin	cannot-represent	bare (unbraced) sub/superscript
lst-pre-1nl	cannot-represent	preBlank
lst-pre-2blank	wrong-tree	$.children[0].children[0].children[0].bullet: "-" vs "- "
lst-pre-blank	cannot-represent	preBlank
lst-pre-bulletsp	cannot-represent	preBlank
lst-pre-nested	cannot-represent	preBlank
lst-pre-num	cannot-represent	preBlank
lst-pre-plain	pass	
lst-pre-two	cannot-represent	preBlank
lst-tag-bare	pass	
lst-tag-empty	wrong-tree	$.children[0].children[0].children[0].children[0].children[0].value: "::\n  a\n" vs "::\na\n"
lst-tag-eol-blank	cannot-represent	preBlank
lst-tag-eol-nospace	cannot-represent	preBlank
lst-tag-eol	cannot-represent	preBlank
lst-tag-greedy	wrong-tree	$.children[0].children[0].children[0].children[0].children[0].value: "e\n" vs "d :: e\n"
lst-tag-inline	pass	
lst-tag-nows-after	pass	
lst-tag-nows-before	pass	
lst-tag-nows-before2	pass	
lst-tag-ordered-paren	wrong-tree	$.children[0].children[0].children[0].children[0].children[0].value: "t :: d\n" vs "d\n"
lst-tag-ordered	wrong-tree	$.children[0].children[0].children[0].children[0].children[0].value: "t :: d\n" vs "d\n"
lst-tag-plus	pass	
lst-tag-run	pass	
lst-tag-star	pass	
lst-tag-tab	pass	
lst-tag-tabbefore	pass	
para-bare	pass	
para-bold-eol	wrong-tree	$.children[0].children[0].children[1].children[0].value: "b" vs "b\\\\"
para-bold-inner-nl	pass	
para-bold	wrong-tree	$.children[0].children[0].children[1].children[0].value: "b" vs "b\\\\"
para-boldital	wrong-tree	$.children[0].children[0].children[1].children[0].children[0].value: "b" vs "b\\\\"
plg-angle-after-colon	pass	
plg-apostrophe-before-type	wrong-tree	$.children[0].children[0].children[0].value: "quote 'https://example.org/ab end\n" vs "quote '"
plg-bracket-after-colon	pass	
plg-dollar-before-type	wrong-tree	$.children[0].children[0].children[0].value: "pay $https://example.org/ab now\n" vs "pay $"
plg-double-colon	wrong-tree	$.children[0].children[0].children[0].value: "a " vs "a file::x b\n"
plg-elisp-form	pass	
plg-fn-after-colon	pass	
plg-fn-multiline	wrong-tree	$.children[0].children[0].children[0].value: "an Org file:" vs "an Org file:[fn:: The\nvariable used] end\n"
plg-info-node	wrong-tree	$.children[0].children[0].children[0].value: "see " vs "see info:(org)Top now\n"
plg-modifier-h-before-type	wrong-tree	$.children[0].children[0].children[0].value: "xʰhttps://example.org/ab y\n" vs "xʰ"
plg-one-char-path	pass	
plg-percent-before-type	wrong-tree	$.children[0].children[0].children[0].value: "a %https://example.org/ab b\n" vs "a %"
plg-punct-only-path	pass	
plg-super-one-before-type	wrong-tree	$.children[0].children[0].children[0].value: "x¹https://example.org/ab y\n" vs "x¹"
real-doomemacs-docs_appendix	wrong-tree	$.children[0].children[3].postBlank: 1 vs 0
real-doomemacs-docs_contributing	wrong-tree	$.children[0].children[1].postBlank: 1 vs 0
real-doomemacs-docs_examples	wrong-tree	$.children[0].children[3].postBlank: 1 vs 0
real-doomemacs-docs_faq	cannot-represent	preBlank
real-doomemacs-docs_getting_started	cannot-represent	preBlank
real-doomemacs-docs_index	wrong-tree	$.children[0].children[1].postBlank: 1 vs 0
real-org-mode-samples_blocks	cannot-represent	bare (unbraced) sub/superscript; node type dynamic-block
real-org-mode-samples_headings	cannot-represent	commented headline; preBlank
real-org-mode-samples_keywords	cannot-represent	bare (unbraced) sub/superscript
real-org-mode-samples_lists	wrong-tree	$.children[0].children[8].children[3].children[0].children[0].value: "not a checkbox?\n" vs "[x] not a checkbox?\n"
real-org-mode-samples_pathological	pass	
real-org-mode-samples_tags	wrong-tree	$.children[8].tags: length 2 vs 0
real-org-mode-samples_text	cannot-represent	bare (unbraced) sub/superscript
tel-adjacent-org	pass	
tel-after-org	cannot-represent	table.el table
tel-blank-splits	wrong-tree	$.children[0].children[1].children[0].children: length 1 vs 0
tel-caption	cannot-represent	table.el table
tel-double-rule	cannot-represent	table.el table
tel-in-item	wrong-tree	$.children[0].children[0].children[0].children[1].children[0].children: length 1 vs 0
tel-indented	cannot-represent	table.el table
tel-min	cannot-represent	table.el table
tel-mixed-tail	wrong-tree	$.children[0].children[1].children[0].children: length 1 vs 0
tel-no-close	wrong-tree	$.children[0].children[1].children[0].children: length 1 vs 0
tel-org-first	pass	
tel-org-tblfm-control	wrong-tree	$.children[0].children[0].tblfm: ["$1=2"] vs null
tel-plus-alone	wrong-tree	$.children[0].children[0].children[0].bullet: "+" vs "+ "
tel-plus-text	pass	
tel-rule-junk	wrong-tree	$.children[0].children[1].children[0].children: length 1 vs 0
tel-rule-only	pass	
tel-tblfm	cannot-represent	table.el table
tel-wide	cannot-represent	table.el table
title-bare	pass	
title-bold-mid	wrong-tree	$.children[0].title[1].children[0].value: "b" vs "b\\\\"
title-bold	wrong-tree	$.children[0].title[1].children[0].value: "b" vs "b\\\\"
title-boldital	wrong-tree	$.children[0].title[1].children[0].children[0].value: "b" vs "b\\\\"
title-cookie	pass	
ts-act-date	cannot-represent	timestamp dayname (normalized through time.Time)
ts-act-daterange	cannot-represent	timestamp dayname (normalized through time.Time); timestamp kind active-range (only the active <...> form is parsed); timestamp range
ts-act-datetime	cannot-represent	timestamp dayname (normalized through time.Time)
ts-act-dtrange	cannot-represent	timestamp dayname (normalized through time.Time); timestamp kind active-range (only the active <...> form is parsed); timestamp range
ts-act-timerange	cannot-represent	timestamp dayname (normalized through time.Time); timestamp kind active-range (only the active <...> form is parsed); timestamp range
ts-bad-month	cannot-represent	timestamp dayname (normalized through time.Time)
ts-bad-shape	pass	
ts-bracket-in-text	cannot-represent	timestamp dayname (normalized through time.Time)
ts-clock-range	cannot-represent	node type clock; timestamp dayname (normalized through time.Time); timestamp kind inactive-range (only the active <...> form is parsed); timestamp range
ts-day-digit-split	cannot-represent	timestamp dayname (normalized through time.Time)
ts-day-punct	wrong-tree	$.children[0].children[0].children[0].delay missing
ts-dayname-full	cannot-represent	timestamp dayname (normalized through time.Time)
ts-dayname-uni	cannot-represent	timestamp dayname (normalized through time.Time)
ts-diary-junk	cannot-represent	timestamp kind diary (only the active <...> form is parsed)
ts-diary-mid	cannot-represent	timestamp kind diary (only the active <...> form is parsed)
ts-diary-nested	cannot-represent	timestamp kind diary (only the active <...> form is parsed)
ts-diary-time	cannot-represent	timestamp kind diary (only the active <...> form is parsed)
ts-diary	cannot-represent	timestamp kind diary (only the active <...> form is parsed)
ts-double-space	cannot-represent	timestamp dayname (normalized through time.Time)
ts-empty	pass	
ts-hour-one-digit	cannot-represent	timestamp dayname (normalized through time.Time)
ts-in-title	cannot-represent	timestamp dayname (normalized through time.Time)
ts-ina-date	cannot-represent	timestamp dayname (normalized through time.Time); timestamp kind inactive (only the active <...> form is parsed)
ts-ina-daterange	cannot-represent	timestamp dayname (normalized through time.Time); timestamp kind inactive-range (only the active <...> form is parsed); timestamp range
ts-ina-datetime	cannot-represent	timestamp dayname (normalized through time.Time); timestamp kind inactive (only the active <...> form is parsed)
ts-ina-rep	cannot-represent	timestamp dayname (normalized through time.Time); timestamp kind inactive (only the active <...> form is parsed)
ts-ina-timerange	cannot-represent	timestamp dayname (normalized through time.Time); timestamp kind inactive-range (only the active <...> form is parsed); timestamp range
ts-mid-para	cannot-represent	timestamp dayname (normalized through time.Time)
ts-mixed-close-act	cannot-represent	timestamp dayname (normalized through time.Time)
ts-mixed-close-ina	cannot-represent	timestamp dayname (normalized through time.Time); timestamp kind inactive (only the active <...> form is parsed)
ts-nodayname	pass	
ts-nospace-text	pass	
ts-planning-all	cannot-represent	node type planning; timestamp dayname (normalized through time.Time); timestamp delay; timestamp kind inactive (only the active <...> form is parsed)
ts-range-mixed	cannot-represent	timestamp kind active-range (only the active <...> form is parsed); timestamp range
ts-range-second-rep	cannot-represent	timestamp kind active-range (only the active <...> form is parsed); timestamp range
ts-rep-deadline	cannot-represent	timestamp dayname (normalized through time.Time)
ts-rep-dotplus	cannot-represent	timestamp dayname (normalized through time.Time)
ts-rep-plus	cannot-represent	timestamp dayname (normalized through time.Time)
ts-rep-plusplus	cannot-represent	timestamp dayname (normalized through time.Time)
ts-rep-warn	cannot-represent	timestamp dayname (normalized through time.Time); timestamp delay
ts-seconds	cannot-represent	timestamp dayname (normalized through time.Time)
ts-tab-sep	pass	
ts-time-rep-warn	cannot-represent	timestamp dayname (normalized through time.Time); timestamp delay
ts-timerange-equal	cannot-represent	timestamp dayname (normalized through time.Time); timestamp kind active-range (only the active <...> form is parsed); timestamp range
ts-timerange-late	cannot-represent	timestamp dayname (normalized through time.Time); timestamp kind active-range (only the active <...> form is parsed); timestamp range
ts-unclosed	pass	
ts-warn-first	cannot-represent	timestamp dayname (normalized through time.Time); timestamp delay
ts-warn-glued	cannot-represent	timestamp dayname (normalized through time.Time); timestamp delay
ts-warn-rep	cannot-represent	timestamp dayname (normalized through time.Time); timestamp delay
ts-warn	cannot-represent	timestamp dayname (normalized through time.Time); timestamp delay
verse-bare	pass	
verse-bold	wrong-tree	$.children[0].children[0].children[1].children[0].value: "b" vs "b\\\\"
w3e-bcall-affil	cannot-represent	node type babel-call
w3e-bcall-aftpara	cannot-represent	node type babel-call
w3e-bcall-drawer	cannot-represent	node type babel-call
w3e-bcall-fndef	cannot-represent	node type babel-call
w3e-bcall-headsec	cannot-represent	node type babel-call
w3e-bcall-item	cannot-represent	node type babel-call
w3e-bcall-quote	cannot-represent	node type babel-call
w3e-bcall-top	cannot-represent	node type babel-call
w3e-diary-affil	cannot-represent	node type diary-sexp
w3e-diary-aftpara	cannot-represent	node type diary-sexp
w3e-diary-drawer	cannot-represent	node type diary-sexp
w3e-diary-fndef	cannot-represent	node type diary-sexp
w3e-diary-headsec	cannot-represent	node type diary-sexp
w3e-diary-item	wrong-tree	$.children[0].children[0].children[0].children[0].children[0].value: "x\n  %%(diary-float t 4 2)\n" vs "x\n%%(diary-float t 4 2)\n"
w3e-diary-quote	cannot-represent	node type diary-sexp
w3e-diary-top	cannot-represent	node type diary-sexp
w3o-call-bold	cannot-represent	node type inline-babel-call
w3o-call-capt	cannot-represent	node type inline-babel-call
w3o-call-cell	cannot-represent	bare (unbraced) sub/superscript
w3o-call-citpre	cannot-represent	node type citation; node type citation-reference; node type inline-babel-call
w3o-call-citsuf	cannot-represent	node type citation; node type citation-reference; node type inline-babel-call
w3o-call-fnref	cannot-represent	node type inline-babel-call
w3o-call-head	cannot-represent	node type inline-babel-call
w3o-call-itag	cannot-represent	node type inline-babel-call
w3o-call-ital	cannot-represent	node type inline-babel-call
w3o-call-ldesc	cannot-represent	node type inline-babel-call
w3o-call-para	cannot-represent	node type inline-babel-call
w3o-call-radio	cannot-represent	bare (unbraced) sub/superscript; node type radio-target
w3o-call-strk	cannot-represent	node type inline-babel-call
w3o-call-sub	cannot-represent	node type inline-babel-call
w3o-call-sup	cannot-represent	node type inline-babel-call
w3o-call-target	cannot-represent	node type target
w3o-call-undr	cannot-represent	node type inline-babel-call
w3o-call-verse	cannot-represent	node type inline-babel-call
w3o-cite-bold	cannot-represent	node type citation; node type citation-reference
w3o-cite-capt	cannot-represent	node type citation; node type citation-reference
w3o-cite-cell	cannot-represent	node type citation; node type citation-reference
w3o-cite-citpre	cannot-represent	node type citation; node type citation-reference
w3o-cite-citsuf	cannot-represent	node type citation; node type citation-reference
w3o-cite-fnref	cannot-represent	node type citation; node type citation-reference
w3o-cite-head	cannot-represent	node type citation; node type citation-reference
w3o-cite-itag	cannot-represent	node type citation; node type citation-reference
w3o-cite-ital	cannot-represent	node type citation; node type citation-reference
w3o-cite-ldesc	pass	
w3o-cite-para	cannot-represent	node type citation; node type citation-reference
w3o-cite-radio	cannot-represent	node type radio-target
w3o-cite-strk	cannot-represent	node type citation; node type citation-reference
w3o-cite-sub	cannot-represent	node type citation; node type citation-reference
w3o-cite-sup	cannot-represent	node type citation; node type citation-reference
w3o-cite-target	cannot-represent	node type target
w3o-cite-undr	cannot-represent	node type citation; node type citation-reference
w3o-cite-verse	cannot-represent	node type citation; node type citation-reference
w3o-src-bold	pass	
w3o-src-capt	pass	
w3o-src-cell	cannot-represent	bare (unbraced) sub/superscript
w3o-src-citpre	cannot-represent	node type citation; node type citation-reference
w3o-src-citsuf	cannot-represent	node type citation; node type citation-reference
w3o-src-fnref	pass	
w3o-src-head	pass	
w3o-src-itag	pass	
w3o-src-ital	pass	
w3o-src-ldesc	pass	
w3o-src-para	pass	
w3o-src-radio	cannot-represent	bare (unbraced) sub/superscript; node type radio-target
w3o-src-strk	pass	
w3o-src-sub	wrong-tree	$.children[0].children[0].children[0].value: "x" vs "x_{a "
w3o-src-sup	wrong-tree	$.children[0].children[0].children[0].value: "x" vs "x^{a "
w3o-src-target	cannot-represent	node type target
w3o-src-undr	pass	
w3o-src-verse	pass	
w4-latexenv-eof-nl	pass	
w4-latexenv-eof-nonl	wrong-tree	$.children[0].children[0].value: "\\begin{equation}\nx\n\\end{equation}" vs "\\begin{equation}\nx\n\\end{equation}\n"
w4-src-eof-nonl	pass	
w4-tableel-eof-nonl	pass	
w4-verse-eof-nonl	wrong-tree	$.children[0].children[0].children[0].value: "a\n" vs "a"
ws-emph-0009	pass	
ws-emph-000C	pass	
ws-emph-0020	pass	
ws-emph-00A0	pass	
ws-emph-2000	pass	
ws-emph-2001	pass	
ws-emph-2002	pass	
ws-emph-2003	pass	
ws-emph-2004	pass	
ws-emph-2005	pass	
ws-emph-2006	pass	
ws-emph-2007	pass	
ws-emph-2008	pass	
ws-emph-2009	pass	
ws-emph-200A	pass	
ws-emph-200B	wrong-tree	$.children[0].children[0].children[0].value: "a​" vs "a​*b* c\n"
ws-emph-202F	pass	
ws-emph-205F	pass	
ws-emph-3000	pass	
ws-sub-0009	pass	
ws-sub-000C	pass	
ws-sub-0020	pass	
ws-sub-00A0	pass	
ws-sub-2000	pass	
ws-sub-2001	pass	
ws-sub-2002	pass	
ws-sub-2003	pass	
ws-sub-2004	pass	
ws-sub-2005	pass	
ws-sub-2006	pass	
ws-sub-2007	pass	
ws-sub-2008	pass	
ws-sub-2009	pass	
ws-sub-200A	pass	
ws-sub-200B	pass	
ws-sub-202F	pass	
ws-sub-205F	pass	
ws-sub-3000	pass	
wsctl-emph-a	pass	
wsctl-emph-dash	pass	
wsctl-emph-under	cannot-represent	bare (unbraced) sub/superscript
wsctl-sub-a	cannot-represent	bare (unbraced) sub/superscript
wsctl-sub-dash	cannot-represent	bare (unbraced) sub/superscript
wsctl-sub-under	cannot-represent	bare (unbraced) sub/superscript
x23-bold-fnref	pass	
x23-bold-link	pass	
x23-bold-ts	cannot-represent	timestamp dayname (normalized through time.Time)
x23-cite	pass	
x23-cookie	pass	
x23-ital-link	pass	
x23-target	pass	
x23-wide-code	pass	
x23-wide-file	pass	
x23-wide-help	pass	
x23-wide-madrid	pass	
x23-wide-mailto	pass	
x23-wide-multi	pass	
x23-wide-nbsp	pass	
x23-wide-shell	pass	
